EmployeeID,FirstName,LastName,Age,Gender,DepartmentID,JobRoleID,EducationID,Salary,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,PerformanceRating,WorkLifeBalance,HireDate,TerminationDate,EmployeeStatus,Attrition,TerminationReason
102229,Jacqueline,Davis,39,Female,1,3,3,68300,5690,6.1,1.6,Yes,1,4,3,1,2,2019-09-23,2025-10-11,Terminated,Yes,Layoff / Restructuring
102230,Brooke,Davis,37,Female,4,16,3,102000,8500,9.3,0.2,No,10,2,3,2,2,2017-03-20,,Active,No,
102231,Luke,Galvan,52,Male,9,33,2,100400,8370,1.8,1.8,No,16,3,3,3,3,2024-10-01,,Active,No,
102232,Zachary,Garrett,44,Male,1,2,1,49700,4140,0.6,0.6,No,1,3,4,3,2,2025-11-18,,Active,No,
102233,Amy,Newman,41,Female,4,13,1,67400,5620,4.3,4.3,No,1,3,1,4,3,2022-03-28,,Active,No,
102234,Michael,Moody,38,Male,8,32,2,66200,5520,2.3,2.3,Yes,11,2,4,3,4,2024-03-06,,Active,No,
102235,Calvin,Hall,32,Male,1,1,4,68300,5690,2.1,0.7,No,15,1,4,3,3,2024-05-23,,Active,No,
102236,Vicki,Kramer,45,Female,1,2,3,55900,4660,0.1,0.1,No,3,3,3,3,3,2026-06-20,2026-07-10,Terminated,Yes,Position Eliminated
102237,Peter,Trujillo,26,Male,8,31,2,45400,3780,1.0,1.0,No,39,3,4,4,2,2025-07-23,,Active,No,
102238,Jeffrey,Lee,38,Male,2,6,3,80200,6680,3.4,0.4,No,16,3,4,3,4,2023-02-15,,Active,No,
102239,Michael,Howard,54,Male,5,19,2,62900,5240,3.9,2.1,Yes,12,3,4,4,4,2022-08-10,,Active,No,
102240,Chad,Roach,33,Male,2,8,2,114600,9550,4.8,0.5,Yes,1,3,4,3,3,2021-09-20,,Active,No,
102241,Karina,Kim,34,Female,2,8,3,110900,9240,4.6,4.6,Yes,1,4,2,3,3,2021-11-30,,Active,No,
102242,Edward,Terry,31,Male,5,19,4,74900,6240,0.9,0.9,Yes,3,4,2,2,2,2025-08-04,,Active,No,
102243,Colton,Lopez,35,Male,8,30,4,52600,4380,2.5,2.5,No,5,3,3,3,3,2023-12-31,,Active,No,
102244,Hannah,Oconnor,35,Female,2,5,2,64400,5370,2.5,2.5,Yes,3,4,4,3,2,2024-01-26,,Active,No,
102245,Denise,Guerra,47,Female,4,14,3,100200,8350,3.0,3.0,No,3,2,2,2,4,2023-06-27,,Active,No,
102246,Thomas,Spencer,53,Male,4,13,1,63700,5310,1.1,1.1,No,6,3,2,2,3,2025-05-22,,Active,No,
102247,Benjamin,Moore,36,Male,6,25,3,81000,6750,1.0,1.0,No,3,4,3,3,3,2025-06-22,,Active,No,
102248,Edward,Baker,47,Male,6,24,4,72700,6060,0.3,0.3,No,4,3,2,3,3,2026-03-17,,Active,No,
102249,Holly,Smith,37,Female,6,25,3,98500,8210,7.5,2.9,Yes,1,3,3,2,2,2018-12-28,,Active,No,
102250,Margaret,Gray,39,Female,4,15,5,111400,9280,5.4,4.1,Yes,1,3,3,3,4,2021-02-12,,Active,No,
102251,Cody,Smith,19,Male,5,19,5,78400,6530,1.6,1.6,No,1,2,2,1,2,2024-12-07,,Active,No,
102252,Shannon,Parsons,41,Female,2,6,3,73000,6080,2.7,1.8,Yes,18,4,2,3,3,2023-10-22,,Active,No,
102253,Cynthia,Le,54,Female,5,20,4,84100,7010,0.7,0.7,No,1,4,4,3,3,2025-11-06,,Active,No,
102254,Mary,Ryan,35,Female,2,5,4,97300,8110,5.8,1.4,No,3,3,4,2,4,2020-09-08,,Active,No,
102255,Jasmine,Warren,36,Female,7,27,4,63100,5260,1.8,0.1,No,1,1,2,3,3,2024-09-28,,Active,No,
102256,Kathleen,Arnold,41,Female,1,3,4,79400,6620,11.3,5.0,No,5,3,3,3,2,2015-03-28,,Active,No,
102257,Lisa,Morris,36,Female,6,22,2,54600,4550,1.8,0.4,No,18,4,4,3,3,2024-09-22,,Active,No,
102258,Martin,Rodriguez,50,Male,4,15,2,80300,6690,1.6,0.4,No,9,4,1,1,4,2024-11-24,,Active,No,
102259,Kelly,Jones,38,Female,5,19,3,66500,5540,2.3,1.1,Yes,1,4,1,2,4,2024-03-30,,Active,No,
102260,Russell,Anderson,49,Male,8,32,3,67600,5630,0.6,0.6,Yes,2,4,3,4,3,2025-12-20,,Active,No,
102261,Shane,Harris,31,Male,2,6,3,81500,6790,3.0,0.1,No,3,2,4,3,2,2023-07-21,,Active,No,
102262,John,Garcia,29,Male,2,8,3,112200,9350,2.8,0.7,No,7,1,3,2,3,2023-10-09,,Active,No,
102263,Kenneth,Huff,27,Male,8,31,1,39200,3270,1.8,0.0,No,10,3,2,3,3,2024-09-14,,Active,No,
102264,Mary,Fox,22,Female,1,1,3,63100,5260,1.4,1.4,No,4,4,3,3,4,2025-03-02,,Active,No,
102265,Michael,Scott,18,Male,1,2,3,64900,5410,0.6,0.6,Yes,9,2,3,3,3,2023-12-22,2024-07-11,Terminated,Yes,Manager / Culture Fit
102266,Jacob,Obrien,31,Male,4,16,1,61300,5110,0.2,0.2,Yes,15,1,4,2,4,2026-04-12,,Active,No,
102267,Andrea,Conrad,39,Female,1,1,4,76100,6340,10.3,1.4,Yes,18,1,4,3,3,2016-03-16,,Active,No,
102268,Christine,Henry,20,Female,2,6,3,78200,6520,1.9,0.1,No,12,2,2,3,2,2024-08-20,,Active,No,
102269,Steve,Miller,43,Male,2,8,3,119200,9930,2.2,2.2,Yes,1,1,3,2,3,2024-04-21,,Active,No,
102270,Robert,Brown,32,Male,2,5,4,95400,7950,4.4,2.7,No,2,4,4,2,1,2022-03-01,,Active,No,
102271,Justin,Hurley,42,Male,8,32,3,77900,6490,2.8,2.8,No,9,3,1,2,4,2023-09-25,,Active,No,
102272,Jason,Wood,45,Male,7,26,4,63600,5300,0.2,0.2,No,9,4,4,4,3,2026-05-06,,Active,No,
102273,Michael,Colon,35,Male,4,15,3,87500,7290,6.2,1.1,No,19,4,3,3,2,2020-05-15,,Active,No,
102274,Derek,Williams,28,Male,2,7,3,70100,5840,0.3,0.3,No,34,3,2,3,3,2025-04-27,2025-08-09,Terminated,Yes,Relocation
102275,Andrea,Torres,41,Female,6,25,2,86500,7210,0.1,0.1,No,5,2,2,3,1,2026-06-01,,Active,No,
102276,Tony,Yu,28,Male,1,4,3,86300,7190,2.8,2.8,Yes,24,4,3,3,3,2023-09-12,,Active,No,
102277,Brent,Hardy,43,Male,5,20,4,91200,7600,3.8,1.9,No,6,4,3,3,3,2022-09-28,,Active,No,
102278,Joseph,Lopez,45,Male,5,19,4,83800,6980,1.7,1.7,No,14,4,4,3,2,2024-10-13,,Active,No,
102279,Kelsey,Wright,33,Female,6,25,4,116300,9690,5.1,0.6,Yes,4,1,2,2,3,2021-05-23,,Active,No,
102280,Lori,White,37,Female,2,5,4,86500,7210,1.6,1.6,No,19,3,1,3,3,2024-11-19,,Active,No,
102281,Paul,Perry,35,Male,4,13,4,106100,8840,3.8,0.6,No,11,1,3,3,4,2022-09-21,,Active,No,
102282,Ashley,Fowler,18,Female,1,1,4,69000,5750,0.5,0.5,No,1,3,4,3,3,2026-01-16,,Active,No,
102283,Hunter,Ellis,47,Male,2,5,2,72500,6040,1.7,1.1,No,2,3,4,4,2,2024-10-19,,Active,No,
102284,Mary,Andrade,33,Female,6,24,4,61800,5150,4.7,0.2,No,18,3,2,3,3,2021-11-12,,Active,No,
102285,Christopher,White,38,Male,6,23,5,77300,6440,0.9,0.6,Yes,18,4,2,3,3,2025-08-28,,Active,No,
102286,James,Morgan,34,Male,8,30,3,43300,3610,0.3,0.3,No,23,3,3,2,2,2025-03-27,2025-07-08,Terminated,Yes,Better Compensation Elsewhere
102287,Christopher,Murillo,50,Male,2,8,4,157800,13150,4.3,4.3,No,3,2,4,3,2,2022-04-05,,Active,No,
102288,Jeremy,Gomez,28,Male,4,17,4,165600,13800,5.1,3.6,Yes,6,2,2,3,3,2021-06-14,,Active,No,
102289,Emily,Frey,25,Female,1,3,2,54000,4500,1.6,1.6,Yes,2,3,1,3,3,2024-11-25,,Active,No,
102290,Erika,Watson,36,Female,4,17,2,130900,10910,3.0,3.0,Yes,16,2,2,3,4,2023-06-26,,Active,No,
102291,Pamela,Jordan,33,Female,2,8,4,127000,10580,1.1,1.1,No,2,4,2,3,1,2025-04-28,2026-05-30,Terminated,Yes,Position Eliminated
102292,Nicholas,Franklin,28,Male,6,25,4,121000,10080,2.0,2.0,No,12,2,4,3,3,2024-07-03,,Active,No,
102293,Justin,Lewis,42,Male,2,5,3,70000,5830,1.7,1.7,No,2,2,3,3,3,2024-11-08,,Active,No,
102294,Ralph,Howe,38,Male,2,6,4,89600,7470,6.1,1.3,Yes,13,2,2,3,3,2020-06-21,,Active,No,
102295,David,Nixon,27,Male,2,7,3,78800,6570,1.5,0.2,No,1,2,4,2,2,2025-01-21,,Active,No,
102296,Jermaine,Sanders,23,Male,9,33,3,100400,8370,0.4,0.4,Yes,6,1,4,3,3,2025-12-14,2026-05-09,Terminated,Yes,Family / Personal Reasons
102297,Nicholas,Bird,46,Male,2,5,4,92800,7730,2.8,1.1,No,16,4,3,3,3,2023-09-25,,Active,No,
102298,Kyle,Holmes,37,Male,1,2,2,56200,4680,2.8,0.2,Yes,4,3,1,3,3,2023-10-01,,Active,No,
102299,Wyatt,Turner,34,Male,1,2,3,55000,4580,0.0,0.0,No,9,3,4,4,3,2026-07-09,,Active,No,
102300,Eric,Walker,35,Male,7,28,3,54600,4550,2.4,0.5,No,16,4,1,3,3,2024-02-09,,Active,No,
102301,Savannah,Smith,30,Female,6,25,3,89400,7450,0.7,0.7,No,4,1,3,3,3,2025-11-13,,Active,No,
102302,Rodney,Norris,30,Male,3,9,1,49000,4080,4.0,4.0,Yes,4,1,4,3,4,2022-07-10,,Active,No,
102303,Donald,Spencer,26,Male,2,7,2,68600,5720,0.3,0.3,No,1,2,3,3,2,2025-08-06,2025-12-04,Terminated,Yes,Position Eliminated
102304,Kristie,Howe,22,Female,5,19,5,96700,8060,1.7,0.1,Yes,3,1,1,3,2,2022-05-12,2024-02-04,Terminated,Yes,Better Compensation Elsewhere
102305,Christopher,Johnson,40,Male,1,2,2,53000,4420,4.7,1.0,No,3,3,3,3,3,2021-10-23,,Active,No,
102306,Henry,Taylor,27,Male,2,5,2,77800,6480,3.4,3.3,Yes,1,4,4,3,3,2023-01-31,,Active,No,
102307,Holly,Perkins,33,Female,1,4,1,93000,7750,2.2,2.2,No,14,4,4,2,3,2024-04-23,,Active,No,
102308,David,Shepherd,38,Male,7,26,1,46900,3910,2.8,2.8,No,7,1,1,3,4,2023-09-20,,Active,No,
102309,Anna,Ross,40,Female,6,25,3,99400,8280,0.3,0.3,Yes,7,3,4,3,2,2025-09-07,2025-12-29,Terminated,Yes,Better Compensation Elsewhere
102310,Tabitha,Navarro,40,Female,1,3,3,57200,4770,0.6,0.6,Yes,6,3,3,2,3,2025-12-09,2026-07-03,Terminated,Yes,Layoff / Restructuring
102311,Nathaniel,Mcguire,42,Male,3,9,3,61000,5080,0.9,0.9,No,6,4,4,3,4,2025-08-06,,Active,No,
102312,Christopher,Petersen,53,Male,2,5,4,102500,8540,8.0,2.1,No,4,1,2,3,4,2018-07-23,,Active,No,
102313,Melissa,Johnston,49,Female,7,27,2,46300,3860,0.8,0.8,Yes,1,3,1,2,4,2025-09-12,,Active,No,
102314,Terry,Larson,40,Male,2,5,5,107600,8970,0.2,0.2,No,36,4,1,2,1,2026-05-10,,Active,No,
102315,Eric,Cross,25,Male,8,30,3,43200,3600,1.1,1.1,No,16,4,4,3,3,2025-05-20,,Active,No,
102316,Laura,Miller,39,Female,2,8,4,132600,11050,0.0,0.0,No,15,4,3,3,2,2026-06-28,,Active,No,
102317,Amy,Wise,38,Female,7,28,2,49000,4080,0.3,0.3,Yes,2,2,2,3,3,2026-03-21,,Active,No,
102318,Hannah,Montoya,35,Female,4,17,4,158500,13210,1.0,0.5,Yes,9,2,3,4,3,2025-07-02,,Active,No,
102319,Jason,Parrish,47,Male,5,20,4,74500,6210,1.2,1.2,No,4,4,3,3,3,2025-04-18,,Active,No,
102320,Sergio,Perez,34,Male,4,14,3,77300,6440,0.5,0.1,No,9,4,4,3,4,2026-01-06,,Active,No,
102321,Marissa,Guzman,38,Female,1,3,5,86300,7190,0.4,0.4,No,2,1,2,3,3,2025-12-03,2026-04-16,Terminated,Yes,Layoff / Restructuring
102322,Adam,Waters,40,Male,2,7,3,74600,6220,0.1,0.1,Yes,2,3,3,3,3,2026-06-03,,Active,No,
102323,James,Torres,37,Male,1,1,4,66600,5550,1.4,1.4,No,3,3,1,3,1,2024-10-14,2026-02-26,Terminated,Yes,Better Compensation Elsewhere
102324,Andrew,Fernandez,30,Male,1,3,2,48800,4070,1.0,0.9,No,12,2,2,3,3,2025-07-23,,Active,No,
102325,Brittany,Shaw,51,Female,1,4,1,76600,6380,2.8,1.4,No,1,2,4,3,3,2023-09-17,,Active,No,
102326,Connie,Williams,34,Female,1,3,3,51800,4320,1.9,1.9,No,1,3,4,2,3,2024-08-18,,Active,No,
102327,Monique,Long,37,Female,5,18,3,61200,5100,1.4,0.0,No,1,3,3,3,4,2025-03-01,,Active,No,
102328,Jeremy,Larson,18,Male,4,15,4,119400,9950,1.5,1.5,Yes,8,4,3,3,3,2025-01-17,,Active,No,
102329,Kathy,Walker,31,Female,2,5,2,70300,5860,0.0,0.0,Yes,3,4,2,2,3,2026-06-22,2026-07-10,Terminated,Yes,Manager / Culture Fit
102330,Dylan,Foster,46,Male,2,8,4,124100,10340,1.2,1.2,Yes,3,3,3,3,2,2025-04-25,,Active,No,
102331,Brandi,Miller,66,Female,1,3,1,46800,3900,2.2,0.0,No,2,4,2,3,2,2024-05-09,,Active,No,
102332,Laura,Williams,37,Female,4,13,2,63700,5310,1.5,1.2,No,2,4,3,3,4,2025-01-15,,Active,No,
102333,James,Miller,30,Male,2,8,3,105200,8770,0.4,0.4,No,18,4,4,3,3,2026-02-17,,Active,No,
102334,Jonathan,Ayala,33,Male,4,17,4,145800,12150,2.7,2.7,Yes,11,4,2,3,3,2023-11-15,,Active,No,
102335,Carlos,Taylor,45,Male,6,23,3,57400,4780,1.4,1.4,No,1,4,3,3,3,2025-02-14,,Active,No,
102336,Justin,Freeman,23,Male,8,31,2,38500,3210,0.9,0.7,No,2,3,2,4,4,2025-08-20,,Active,No,
102337,Marissa,Gonzalez,28,Female,2,6,5,98500,8210,4.2,3.3,No,7,4,3,2,2,2022-05-06,,Active,No,
102338,Lisa,Fitzgerald,39,Female,2,7,1,67000,5580,1.7,1.4,No,9,4,4,4,3,2024-10-27,,Active,No,
102339,David,Jones,32,Male,1,1,2,57500,4790,2.4,1.6,No,7,3,2,3,4,2024-02-13,,Active,No,
102340,Paula,Morris,39,Female,9,35,2,112000,9330,1.1,1.1,No,2,4,4,3,3,2025-06-12,,Active,No,
102341,Tammy,Davis,28,Female,5,18,4,88300,7360,0.8,0.8,No,10,4,4,3,3,2025-09-05,,Active,No,
102342,Michael,Henderson,43,Male,3,10,3,63100,5260,0.8,0.8,No,10,1,2,3,2,2024-12-11,2025-09-20,Terminated,Yes,Better Compensation Elsewhere
102343,Hannah,Flores,46,Female,8,30,4,65900,5490,7.5,1.5,No,4,4,4,3,4,2019-01-20,,Active,No,
102344,Linda,Johnson,30,Female,9,33,2,79900,6660,1.3,0.9,No,1,3,3,3,2,2025-04-08,,Active,No,
102345,Eric,Huerta,33,Male,2,6,3,72400,6030,8.4,5.9,Yes,7,3,1,3,3,2018-01-28,,Active,No,
102346,Lisa,Branch,26,Female,8,30,2,38400,3200,6.5,1.4,No,1,2,2,3,3,2020-01-24,,Active,No,
102347,Jeremy,Thomas,36,Male,5,21,5,130900,10910,0.1,0.1,No,22,4,1,3,3,2026-05-26,,Active,No,
102348,Andrew,Meyers,36,Male,1,3,4,65300,5440,1.7,1.7,No,4,2,2,2,3,2022-04-15,2024-01-07,Terminated,Yes,Position Eliminated
102349,Curtis,Brooks,26,Male,7,27,3,56200,4680,0.5,0.2,No,8,2,4,3,3,2025-12-10,2026-06-25,Terminated,Yes,Relocation
102350,Norma,Farrell,23,Female,2,5,3,84000,7000,1.6,1.6,Yes,7,1,2,3,3,2024-11-19,,Active,No,
102351,Brian,Brown,46,Male,1,4,3,109000,9080,8.0,0.9,No,19,3,1,3,3,2018-07-03,,Active,No,
102352,Travis,Mcintosh,20,Male,6,23,2,61000,5080,5.0,0.3,No,3,4,3,3,4,2021-07-21,,Active,No,
102353,Sean,Wilkins,31,Male,1,3,4,66800,5570,0.5,0.3,Yes,7,3,1,3,3,2026-01-25,,Active,No,
102354,Alexis,Benson,45,Female,2,6,3,71300,5940,2.4,0.2,No,15,3,4,3,2,2024-02-01,,Active,No,
102355,Brian,Cole,38,Male,2,8,2,108700,9060,5.6,5.5,Yes,3,4,4,3,3,2020-11-22,,Active,No,
102356,Alexander,Clark,38,Male,7,28,3,68400,5700,4.3,3.4,No,15,3,4,3,2,2022-03-08,,Active,No,
102357,Joshua,Harris,29,Male,7,28,3,55800,4650,5.3,2.5,No,2,4,2,3,3,2021-03-07,,Active,No,
102358,Joseph,Green,40,Male,4,13,4,98000,8170,2.6,0.8,Yes,1,2,2,3,3,2023-12-15,,Active,No,
102359,John,Blair,41,Male,5,20,2,58000,4830,2.6,1.7,No,11,1,4,3,1,2023-11-27,,Active,No,
102360,Brenda,Hale,37,Female,9,33,3,76400,6370,4.5,1.7,No,28,3,3,3,4,2021-12-26,,Active,No,
102361,Albert,Aguilar,25,Male,6,22,3,61100,5090,0.0,0.0,Yes,11,1,4,3,3,2026-06-24,,Active,No,
102362,Matthew,Williams,26,Male,5,19,4,72800,6070,1.8,1.8,Yes,17,1,2,3,1,2024-10-08,,Active,No,
102363,Carolyn,Campbell,36,Female,2,6,4,87700,7310,2.2,1.0,Yes,4,4,4,3,3,2024-05-09,,Active,No,
102364,Richard,Williamson,39,Male,2,5,1,55800,4650,2.0,2.0,Yes,19,1,3,4,4,2024-06-30,,Active,No,
102365,Anthony,Pena,38,Male,5,21,4,125900,10490,3.1,0.3,No,18,4,4,3,2,2023-06-15,,Active,No,
102366,Adam,Price,44,Male,6,22,4,85100,7090,11.2,2.7,No,1,2,1,3,2,2015-05-11,,Active,No,
102367,Denise,Christian,31,Female,2,8,5,138000,11500,0.9,0.2,No,1,4,4,2,2,2025-06-12,2026-05-19,Terminated,Yes,Family / Personal Reasons
102368,Matthew,Lin,64,Male,5,20,3,73800,6150,0.1,0.1,Yes,1,3,4,3,2,2026-06-01,2026-07-01,Terminated,Yes,Retirement
102369,Alicia,Dillon,46,Female,1,1,2,57800,4820,1.5,1.5,Yes,11,3,4,3,3,2025-01-09,,Active,No,
102370,Marie,Hall,38,Female,1,4,4,109900,9160,2.4,2.0,No,1,3,3,3,4,2024-02-17,,Active,No,
102371,Jamie,Bray,34,Female,7,26,3,55200,4600,0.0,0.0,No,7,4,4,2,4,2026-07-08,,Active,No,
102372,Brett,Stewart,41,Male,2,7,4,81400,6780,0.1,0.1,Yes,1,3,3,4,3,2026-06-01,,Active,No,
102373,Sean,Schmidt,34,Male,2,6,3,65900,5490,0.8,0.8,No,1,3,2,3,4,2025-10-05,,Active,No,
102374,Cody,Mason,39,Male,4,15,2,79200,6600,0.1,0.1,No,39,4,2,4,3,2026-05-05,2026-06-25,Terminated,Yes,Policy Violation
102375,Judith,House,38,Female,8,32,2,70100,5840,3.2,3.2,Yes,5,3,4,3,2,2023-04-17,,Active,No,
102376,Alison,Wright,28,Female,4,17,3,124400,10370,1.0,1.0,No,3,4,4,3,4,2025-07-04,,Active,No,
102377,Kendra,Cook,31,Female,2,6,3,81800,6820,0.1,0.1,Yes,13,2,4,2,3,2026-03-29,2026-05-17,Terminated,Yes,Manager / Culture Fit
102378,James,Moore,43,Male,6,24,2,61800,5150,8.7,0.4,No,17,1,3,4,3,2017-11-05,,Active,No,
102379,Gregory,Bell,39,Male,3,12,1,82300,6860,7.9,1.3,No,1,4,1,2,2,2014-07-13,2022-06-19,Terminated,Yes,Return to Education
102380,Mario,Young,49,Male,5,19,4,82700,6890,1.6,1.6,No,4,4,1,3,3,2024-11-19,,Active,No,
102381,Veronica,Mason,21,Female,4,14,3,85400,7120,4.0,0.1,No,2,4,2,3,1,2022-07-28,,Active,No,
102382,Robert,Garrett,43,Male,1,1,3,63000,5250,8.4,1.5,Yes,21,3,3,3,3,2018-02-23,,Active,No,
102383,Sherry,Zamora,34,Female,6,25,4,111100,9260,0.7,0.2,No,13,1,4,4,3,2025-10-24,,Active,No,
102384,Robert,Johnson,37,Male,7,26,3,59900,4990,7.6,0.9,No,5,3,2,3,2,2018-11-26,,Active,No,
102385,Kristen,Ramirez,34,Female,6,23,3,67700,5640,0.3,0.3,No,1,2,3,3,3,2026-04-06,,Active,No,
102386,Brittany,Prince,39,Female,7,28,5,73400,6120,0.2,0.2,Yes,1,3,4,2,2,2025-05-18,2025-07-26,Terminated,Yes,Performance
102387,Mary,Miller,26,Female,7,28,1,46300,3860,2.3,2.3,Yes,5,2,4,3,1,2024-04-06,,Active,No,
102388,Janet,Yu,22,Female,7,26,3,56200,4680,0.7,0.7,Yes,1,3,3,3,3,2025-10-18,,Active,No,
102389,Logan,Garrett,25,Male,4,16,3,88200,7350,0.2,0.2,No,4,3,4,4,3,2026-05-10,,Active,No,
102390,Darren,Allen,33,Male,4,15,3,87800,7320,0.2,0.2,No,2,4,4,3,3,2026-04-28,,Active,No,
102391,Christian,Waller,31,Male,6,22,2,51100,4260,0.0,0.0,No,13,3,3,3,3,2026-06-29,,Active,No,
102392,Theodore,Murphy,20,Male,1,2,3,66200,5520,0.6,0.6,Yes,4,3,4,4,3,2024-01-22,2024-09-01,Terminated,Yes,Return to Education
102393,Joshua,Clark,36,Male,2,8,3,122300,10190,7.5,1.1,Yes,1,4,4,3,2,2018-12-24,,Active,No,
102394,Charles,Weaver,37,Male,2,8,4,137800,11480,0.9,0.9,No,3,2,3,3,1,2025-07-29,,Active,No,
102395,Rebecca,Huffman,53,Female,2,5,3,81400,6780,3.6,1.6,No,1,3,3,3,4,2022-05-27,2025-12-31,Terminated,Yes,Relocation
102396,Ellen,Thornton,30,Female,4,15,3,79100,6590,2.4,2.4,No,3,4,4,3,3,2024-02-04,,Active,No,
102397,Joseph,Taylor,49,Male,3,9,5,72800,6070,3.7,0.9,No,1,4,4,2,2,2022-10-21,,Active,No,
102398,Whitney,Daugherty,34,Female,2,5,2,70300,5860,2.9,1.9,Yes,24,2,1,3,4,2023-08-05,,Active,No,
102399,Charles,Fitzpatrick,18,Male,1,2,4,67200,5600,0.1,0.1,No,13,4,2,2,3,2026-05-15,2026-06-30,Terminated,Yes,Position Eliminated
102400,Thomas,Stewart,38,Male,1,3,3,54200,4520,0.6,0.3,No,6,4,4,4,2,2025-12-05,,Active,No,
102401,Justin,Fry,20,Male,7,29,3,85600,7130,0.2,0.2,No,2,2,1,3,3,2026-04-27,,Active,No,
102402,Bailey,Stewart,35,Female,1,1,2,59000,4920,3.4,2.2,Yes,3,3,1,3,3,2023-03-02,,Active,No,
102403,Shawn,Acosta,28,Male,9,35,4,167200,13930,6.6,6.6,No,23,4,3,3,4,2019-11-27,,Active,No,
102404,Pamela,Beard,43,Female,1,1,2,53400,4450,3.3,0.4,No,13,4,2,3,4,2023-03-09,,Active,No,
102405,Jason,Jenkins,43,Male,3,10,3,57500,4790,1.7,1.0,No,30,3,4,1,3,2024-10-17,,Active,No,
102406,Jeremy,Peck,28,Male,4,16,3,83000,6920,0.4,0.4,Yes,5,3,1,1,4,2025-11-15,2026-04-20,Terminated,Yes,Performance
102407,Stephanie,Mahoney,29,Female,7,26,4,64000,5330,1.1,1.1,Yes,1,3,1,3,2,2025-06-01,,Active,No,
102408,Donald,Maxwell,44,Male,1,4,3,97200,8100,4.5,1.5,Yes,1,4,3,3,2,2022-01-26,,Active,No,
102409,Ashley,Lopez,29,Female,2,6,2,74200,6180,2.2,0.7,Yes,6,4,1,3,2,2023-08-15,2025-10-20,Terminated,Yes,Layoff / Restructuring
102410,Pamela,Salazar,38,Female,6,24,4,66500,5540,1.2,0.4,No,1,4,1,4,4,2025-05-15,,Active,No,
102411,Derek,Bradley,45,Male,7,28,3,54600,4550,0.1,0.1,No,22,3,3,3,3,2026-05-31,,Active,No,
102412,David,Hall,40,Male,4,15,3,91300,7610,5.8,5.8,No,39,3,2,3,1,2020-09-14,,Active,No,
102413,Melissa,Howard,38,Female,4,16,4,109100,9090,1.4,1.1,No,4,3,4,3,4,2025-01-30,,Active,No,
102414,Michael,Woods,29,Male,4,15,2,74800,6230,4.7,1.4,No,26,2,3,3,4,2021-07-13,2026-03-12,Terminated,Yes,Retirement
102415,Jonathan,Jacobs,18,Male,5,21,4,139800,11650,6.0,2.9,Yes,2,2,3,2,2,2020-07-15,,Active,No,
102416,Michelle,Brooks,38,Female,6,24,3,66400,5530,1.7,1.7,No,10,3,4,3,3,2024-10-31,,Active,No,
102417,Samuel,Henry,42,Male,1,2,3,60600,5050,2.3,0.6,Yes,6,3,3,3,3,2024-04-04,,Active,No,
102418,Brenda,Lee,21,Female,2,5,4,86200,7180,0.8,0.3,No,1,2,1,4,3,2025-10-01,,Active,No,
102419,Andrew,Duran,33,Male,7,27,4,57100,4760,0.7,0.7,No,43,3,3,3,3,2025-08-11,2026-04-26,Terminated,Yes,Relocation
102420,Adrian,Nelson,45,Male,7,26,4,80400,6700,2.9,2.6,No,2,3,2,3,4,2023-09-02,,Active,No,
102421,Jennifer,Newton,27,Female,8,30,4,57600,4800,0.9,0.9,No,1,4,4,3,3,2025-08-15,,Active,No,
102422,William,Todd,32,Male,4,13,4,99800,8320,1.4,0.5,Yes,24,4,2,3,3,2025-01-28,,Active,No,
102423,Austin,Ho,37,Male,4,14,2,79100,6590,10.9,5.0,No,17,2,3,2,4,2015-08-02,,Active,No,
102424,Victoria,Camacho,31,Female,2,8,4,120400,10030,0.9,0.9,No,2,4,3,3,3,2025-08-24,,Active,No,
102425,Katherine,Nguyen,42,Female,5,21,4,143900,11990,3.7,3.7,No,2,3,3,2,4,2022-10-28,,Active,No,
102426,Jim,Wright,49,Male,7,28,5,71900,5990,0.6,0.6,Yes,2,3,1,3,3,2025-11-20,2026-06-11,Terminated,Yes,Work-Life Balance
102427,Jennifer,Williams,60,Female,9,33,4,112000,9330,2.4,0.1,No,5,4,4,2,3,2024-02-11,,Active,No,
102428,Nicolas,James,52,Male,7,28,2,54200,4520,1.8,1.0,No,3,4,3,3,3,2024-10-05,,Active,No,
102429,Emily,Carr,22,Female,2,6,4,81100,6760,2.1,2.1,No,17,2,4,3,3,2024-05-22,,Active,No,
102430,Natalie,Wheeler,48,Female,5,21,2,95400,7950,0.5,0.5,No,6,4,4,3,2,2026-01-09,,Active,No,
102431,Joseph,Liu,31,Male,7,28,5,75700,6310,1.5,1.4,Yes,1,4,3,2,3,2024-12-29,,Active,No,
102432,Richard,Meyer,43,Male,6,25,3,96500,8040,2.2,0.6,No,2,2,4,2,4,2024-05-02,,Active,No,
102433,Jocelyn,Wilcox,33,Female,2,7,4,87200,7270,2.8,2.8,No,1,3,2,3,2,2023-09-28,,Active,No,
102434,Amanda,Forbes,38,Female,8,30,3,45500,3790,0.3,0.3,No,8,3,3,4,2,2026-03-28,,Active,No,
102435,Joseph,Foster,18,Male,1,1,3,60200,5020,0.7,0.7,No,1,1,2,3,3,2025-05-29,2026-01-31,Terminated,Yes,Relocation
102436,Nancy,Grant,50,Female,2,7,3,78100,6510,1.5,1.5,Yes,1,4,3,3,3,2025-01-11,,Active,No,
